Date,Time,Location,Ride Request,Available Vehicles,Completed Rides,Cancelled Rides,Average Wait Time,Surge Multiplier
2026-02-16,12:00,T Nagar,100,183,79,21,5.6,1.0
2026-02-16,12:00,Anna Nagar,102,184,92,10,5.6,1.0
2026-02-16,12:00,Adyar,98,192,79,19,5.7,1.0
2026-02-16,12:00,Velachery,62,108,50,12,5.4,1.1
2026-02-16,12:00,Guindy,162,110,140,22,7.5,1.1
2026-02-16,12:00,OMR,115,131,99,16,4.6,1.0
2026-02-16,12:00,Tambaram,55,120,43,12,6.4,1.0
2026-02-16,12:00,Porur,112,122,103,9,4.7,1.1
2026-02-16,12:00,Egmore,67,142,62,5,3.5,1.1
2026-02-16,14:00,Chennai Central,123,87,100,23,5.1,1.2
2026-02-16,14:00,T Nagar,137,82,126,11,7.4,1.3
2026-02-16,14:00,Anna Nagar,118,168,106,12,3.0,1.0
2026-02-16,14:00,Adyar,57,98,48,9,3.6,1.0
2026-02-16,14:00,Velachery,112,96,99,13,4.8,1.2
2026-02-16,14:00,Guindy,66,126,58,8,3.1,1.1
2026-02-16,14:00,OMR,112,161,91,21,5.5,1.1
2026-02-16,14:00,Tambaram,110,125,102,8,3.9,1.0
2026-02-16,14:00,Porur,116,171,90,26,3.1,1.0
2026-02-16,14:00,Egmore,154,141,126,28,4.6,1.2
2026-02-16,16:00,Chennai Central,123,84,108,15,4.0,1.1
2026-02-16,16:00,T Nagar,172,83,134,38,6.4,2.0
2026-02-16,16:00,Anna Nagar,163,106,130,33,7.3,1.6
2026-02-16,16:00,Adyar,132,168,103,29,4.4,1.0
2026-02-16,16:00,Velachery,136,184,128,8,6.2,1.1
2026-02-16,16:00,Guindy,138,144,120,18,4.1,1.0
2026-02-16,16:00,OMR,112,158,87,25,4.8,1.0
2026-02-16,16:00,Tambaram,112,185,97,15,4.2,1.0
2026-02-16,16:00,Porur,157,150,124,33,5.5,1.3
2026-02-16,16:00,Egmore,144,165,132,12,4.3,1.1
2026-02-16,18:00,Chennai Central,206,114,190,16,7.0,1.6
2026-02-16,18:00,T Nagar,196,130,178,18,6.0,1.5
2026-02-16,18:00,Anna Nagar,179,101,147,32,7.1,1.5
2026-02-16,18:00,Adyar,147,81,139,8,6.1,1.6
2026-02-16,18:00,Velachery,276,155,232,44,9.2,1.6
2026-02-16,18:00,Guindy,224,109,179,45,7.8,1.5
2026-02-16,18:00,OMR,187,162,162,25,4.2,1.2
2026-02-16,18:00,Tambaram,136,153,114,22,3.6,1.0
2026-02-16,18:00,Porur,148,140,136,12,5.1,1.3
2026-02-16,18:00,Egmore,198,142,163,35,5.5,1.2
2026-02-16,20:00,Chennai Central,189,78,179,10,6.4,1.5
2026-02-16,20:00,T Nagar,208,75,172,36,6.8,2.0
2026-02-16,20:00,Anna Nagar,164,70,133,31,8.8,2.0
2026-02-16,20:00,Adyar,212,156,170,42,7.5,1.1
2026-02-16,20:00,Velachery,216,99,176,40,8.5,1.5
2026-02-16,20:00,Guindy,268,100,221,47,10.3,1.8
2026-02-16,20:00,OMR,161,148,130,31,3.7,1.1
2026-02-16,20:00,Tambaram,182,79,148,34,7.9,1.5
2026-02-16,20:00,Porur,141,144,125,16,4.2,1.0
2026-02-16,20:00,Egmore,172,123,153,19,5.9,1.1
2026-02-17,06:00,Chennai Central,187,155,147,40,4.4,1.1
2026-02-17,06:00,T Nagar,198,177,178,20,3.6,1.1
2026-02-17,06:00,Anna Nagar,182,178,153,29,3.3,1.3
2026-02-17,06:00,Adyar,140,175,116,24,3.6,1.1
2026-02-17,06:00,Velachery,182,134,169,13,5.7,1.2
2026-02-17,06:00,Guindy,115,173,93,22,5.0,1.0
2026-02-17,06:00,OMR,145,133,132,13,4.2,1.1
2026-02-17,06:00,Tambaram,112,166,88,24,5.8,1.0
2026-02-17,06:00,Porur,113,85,88,25,6.9,1.3
2026-02-17,06:00,Egmore,156,105,130,26,4.5,1.3
2026-02-17,08:00,Chennai Central,309,100,256,53,9.7,1.5
2026-02-17,08:00,T Nagar,188,122,161,27,5.6,1.3
2026-02-17,08:00,Anna Nagar,231,132,184,47,7.8,1.6
2026-02-17,08:00,Adyar,138,121,118,20,3.5,1.1
2026-02-17,08:00,Velachery,273,105,245,28,10.4,1.8
2026-02-17,08:00,Guindy,277,129,246,31,9.6,2.0
2026-02-17,08:00,OMR,215,131,189,26,6.7,1.6
2026-02-17,08:00,Tambaram,189,134,167,22,7.9,1.1
2026-02-17,08:00,Porur,157,102,138,19,6.7,1.6
2026-02-17,08:00,Egmore,182,137,151,31,5.2,1.1
2026-02-17,10:00,Chennai Central,115,122,95,20,5.8,1.1
2026-02-17,10:00,T Nagar,130,81,102,28,5.2,1.6
2026-02-17,10:00,Anna Nagar,84,152,73,11,6.4,1.0
2026-02-17,10:00,Adyar,134,183,124,10,4.7,1.0
2026-02-17,10:00,Velachery,156,119,136,20,4.8,1.2
2026-02-17,10:00,Guindy,134,101,111,23,6.2,1.1
2026-02-17,10:00,OMR,198,76,166,32,6.5,2.0
2026-02-17,10:00,Tambaram,136,170,111,25,4.9,1.0
2026-02-17,10:00,Porur,76,162,63,13,3.2,1.0
2026-02-17,10:00,Egmore,159,155,138,21,5.6,1.3
2026-02-17,12:00,Chennai Central,88,192,75,13,4.1,1.0
2026-02-17,12:00,T Nagar,170,194,154,16,5.1,1.0
2026-02-17,12:00,Anna Nagar,111,90,93,18,6.7,1.1
2026-02-17,12:00,Adyar,129,127,108,21,3.1,1.2
2026-02-17,12:00,Velachery,69,170,62,7,4.6,1.1
2026-02-17,12:00,Guindy,63,137,53,10,6.4,1.0
2026-02-17,12:00,OMR,116,172,108,8,3.0,1.1
2026-02-17,12:00,Tambaram,109,111,89,20,5.2,1.0
2026-02-17,12:00,Porur,66,174,55,11,5.9,1.0
2026-02-17,12:00,Egmore,61,153,52,9,5.4,1.0
2026-02-17,14:00,Chennai Central,157,125,130,27,7.2,1.1
2026-02-17,14:00,T Nagar,117,87,96,21,5.6,1.1
2026-02-17,14:00,Anna Nagar,72,87,60,12,4.3,1.0
2026-02-17,14:00,Adyar,130,144,112,18,3.6,1.0
2026-02-17,14:00,Velachery,159,140,149,10,3.9,1.2
2026-02-17,14:00,Guindy,86,145,77,9,4.3,1.0
2026-02-17,14:00,OMR,99,132,78,21,3.3,1.0
2026-02-17,14:00,Tambaram,63,158,52,11,3.3,1.0
2026-02-17,14:00,Porur,115,144,105,10,6.4,1.1
2026-02-17,14:00,Egmore,70,82,59,11,3.5,1.0
2026-02-17,16:00,Chennai Central,211,113,200,11,5.9,1.3
2026-02-17,16:00,T Nagar,157,173,131,26,6.5,1.1
2026-02-17,16:00,Anna Nagar,176,141,141,35,4.8,1.3
2026-02-17,16:00,Adyar,149,129,128,21,3.6,1.2
2026-02-17,16:00,Velachery,175,116,150,25,5.0,1.6
2026-02-17,16:00,Guindy,117,122,93,24,4.9,1.1
2026-02-17,16:00,OMR,114,114,93,21,4.0,1.0
2026-02-17,16:00,Tambaram,124,126,108,16,5.8,1.0
2026-02-17,16:00,Porur,133,177,115,18,5.8,1.0
2026-02-17,16:00,Egmore,171,176,161,10,6.1,1.0
2026-02-17,18:00,Chennai Central,255,158,213,42,7.8,1.5
2026-02-17,18:00,T Nagar,323,117,278,45,11.3,1.5
2026-02-17,18:00,Anna Nagar,238,162,218,20,7.9,1.3
2026-02-17,18:00,Adyar,149,101,121,28,5.6,1.3
2026-02-17,18:00,Velachery,276,166,256,20,6.7,1.6
2026-02-17,18:00,Guindy,308,99,248,60,10.0,2.0
2026-02-17,18:00,OMR,265,164,239,26,6.7,1.3
2026-02-17,18:00,Tambaram,171,141,160,11,5.4,1.3
2026-02-17,18:00,Porur,197,137,174,23,5.3,1.1
2026-02-17,18:00,Egmore,261,109,219,42,7.6,1.5
2026-02-17,20:00,Chennai Central,218,84,192,26,9.5,1.8
2026-02-17,20:00,T Nagar,238,104,208,30,8.2,1.5
2026-02-17,20:00,Anna Nagar,166,106,135,31,6.1,1.5
2026-02-17,20:00,Adyar,223,127,182,41,8.3,1.6
2026-02-17,20:00,Velachery,239,92,200,39,9.8,1.5
2026-02-17,20:00,Guindy,196,72,177,19,9.0,2.0
2026-02-17,20:00,OMR,181,88,144,37,7.1,1.8
2026-02-17,20:00,Tambaram,216,135,183,33,5.1,1.6
2026-02-17,20:00,Porur,215,138,174,41,6.0,1.6
2026-02-17,20:00,Egmore,243,121,224,19,7.5,1.5
2026-02-18,06:00,Chennai Central,183,125,143,40,4.7,1.1
2026-02-18,06:00,T Nagar,120,83,107,13,6.2,1.1
2026-02-18,06:00,Anna Nagar,184,101,150,34,8.5,1.3
2026-02-18,06:00,Adyar,83,87,67,16,3.7,1.1
2026-02-18,06:00,Velachery,133,110,115,18,4.9,1.1
2026-02-18,06:00,Guindy,129,104,102,27,5.5,1.2
2026-02-18,06:00,OMR,96,187,79,17,4.0,1.0
2026-02-18,06:00,Tambaram,108,165,96,12,4.0,1.0
2026-02-18,06:00,Porur,115,121,98,17,4.2,1.0
2026-02-18,06:00,Egmore,152,112,127,25,6.1,1.2
2026-02-18,08:00,Chennai Central,303,71,256,47,9.6,1.5
2026-02-18,08:00,T Nagar,280,97,265,15,10.2,1.8
2026-02-18,08:00,Anna Nagar,169,130,142,27,5.8,1.3
2026-02-18,08:00,Adyar,165,92,141,24,8.0,1.6
2026-02-18,08:00,Velachery,297,78,263,34,11.4,1.5
2026-02-18,08:00,Guindy,220,90,193,27,8.6,1.8
2026-02-18,08:00,OMR,210,72,179,31,9.8,1.8
2026-02-18,08:00,Tambaram,175,88,139,36,5.5,1.5
2026-02-18,08:00,Porur,164,113,143,21,5.9,1.1
2026-02-18,08:00,Egmore,206,102,171,35,7.3,2.0
2026-02-18,10:00,Chennai Central,159,154,143,16,4.7,1.3
2026-02-18,10:00,T Nagar,188,148,150,38,5.3,1.3
2026-02-18,10:00,Anna Nagar,160,158,140,20,5.9,1.1
2026-02-18,10:00,Adyar,98,74,76,22,5.9,1.3
2026-02-18,10:00,Velachery,109,114,86,23,5.4,1.0
2026-02-18,10:00,Guindy,205,111,160,45,8.8,1.6
2026-02-18,10:00,OMR,196,176,169,27,6.7,1.1
2026-02-18,10:00,Tambaram,88,79,74,14,4.2,1.1
2026-02-18,10:00,Porur,113,89,93,20,5.1,1.2
2026-02-18,10:00,Egmore,189,120,169,20,7.7,1.5
2026-02-18,12:00,Chennai Central,112,127,103,9,5.3,1.0
2026-02-18,12:00,T Nagar,67,155,54,13,5.9,1.0
2026-02-18,12:00,Anna Nagar,124,147,107,17,4.8,1.0
2026-02-18,12:00,Adyar,84,197,68,16,3.8,1.0
2026-02-18,12:00,Velachery,143,91,135,8,6.9,1.3
2026-02-18,12:00,Guindy,116,191,102,14,5.6,1.0
2026-02-18,12:00,OMR,84,115,74,10,5.3,1.0
2026-02-18,12:00,Tambaram,92,84,86,6,3.5,1.1
2026-02-18,12:00,Porur,61,150,50,11,4.0,1.0
2026-02-18,12:00,Egmore,60,140,52,8,5.5,1.1
2026-02-18,14:00,Chennai Central,135,168,123,12,5.7,1.0
2026-02-18,14:00,T Nagar,96,192,87,9,5.2,1.1
2026-02-18,14:00,Anna Nagar,63,100,59,4,3.4,1.0
2026-02-18,14:00,Adyar,85,163,68,17,3.5,1.0
2026-02-18,14:00,Velachery,140,186,118,22,3.1,1.0
2026-02-18,14:00,Guindy,110,109,92,18,5.2,1.3
2026-02-18,14:00,OMR,118,170,94,24,4.6,1.0
2026-02-18,14:00,Tambaram,62,101,51,11,3.8,1.0
2026-02-18,14:00,Porur,76,93,66,10,5.3,1.0
2026-02-18,14:00,Egmore,84,152,78,6,4.3,1.0
2026-02-18,16:00,Chennai Central,109,164,94,15,5.2,1.0
2026-02-18,16:00,T Nagar,137,148,116,21,3.9,1.0
2026-02-18,16:00,Anna Nagar,135,186,106,29,5.7,1.0
2026-02-18,16:00,Adyar,143,125,129,14,5.5,1.2
2026-02-18,16:00,Velachery,95,107,86,9,5.2,1.1
2026-02-18,16:00,Guindy,100,184,86,14,5.9,1.0
2026-02-18,16:00,OMR,132,75,106,26,5.7,1.3
2026-02-18,16:00,Tambaram,106,180,86,20,4.8,1.0
2026-02-18,16:00,Porur,124,102,106,18,4.7,1.2
2026-02-18,16:00,Egmore,176,158,141,35,5.4,1.2
2026-02-18,18:00,Chennai Central,255,137,216,39,6.9,1.3
2026-02-18,18:00,T Nagar,215,148,191,24,5.2,1.1
2026-02-18,18:00,Anna Nagar,214,155,194,20,7.8,1.1
2026-02-18,18:00,Adyar,173,99,160,13,8.2,1.6
2026-02-18,18:00,Velachery,290,170,227,63,9.1,1.3
2026-02-18,18:00,Guindy,180,83,150,30,5.8,1.5
2026-02-18,18:00,OMR,248,106,215,33,8.3,2.0
2026-02-18,18:00,Tambaram,171,97,152,19,8.2,1.6
2026-02-18,18:00,Porur,209,96,191,18,6.2,1.5
2026-02-18,18:00,Egmore,176,115,166,10,5.2,1.5
2026-02-18,20:00,Chennai Central,224,112,182,42,7.8,1.3
2026-02-18,20:00,T Nagar,298,91,265,33,11.0,2.0
2026-02-18,20:00,Anna Nagar,246,122,233,13,8.5,1.5
2026-02-18,20:00,Adyar,136,146,119,17,5.1,1.0
2026-02-18,20:00,Velachery,289,170,257,32,6.0,1.5
2026-02-18,20:00,Guindy,252,97,236,16,7.9,1.8
2026-02-18,20:00,OMR,184,112,162,22,7.1,1.5
2026-02-18,20:00,Tambaram,228,101,191,37,8.1,1.5
2026-02-18,20:00,Porur,197,80,168,29,6.6,1.8
2026-02-18,20:00,Egmore,170,140,146,24,3.9,1.3
2026-02-19,06:00,Chennai Central,146,92,126,20,7.1,1.6
2026-02-19,06:00,T Nagar,156,166,136,20,4.6,1.1
2026-02-19,06:00,Anna Nagar,107,114,95,12,5.5,1.0
2026-02-19,06:00,Adyar,95,171,80,15,5.4,1.0
2026-02-19,06:00,Velachery,195,172,164,31,4.9,1.3
2026-02-19,06:00,Guindy,103,147,95,8,3.1,1.0
2026-02-19,06:00,OMR,152,171,143,9,4.8,1.0
2026-02-19,06:00,Tambaram,103,115,94,9,4.3,1.1
2026-02-19,06:00,Porur,146,178,130,16,6.4,1.0
2026-02-19,06:00,Egmore,97,119,90,7,5.9,1.0
2026-02-19,08:00,Chennai Central,294,95,233,61,9.3,1.5
2026-02-19,08:00,T Nagar,218,86,170,48,7.0,2.0
2026-02-19,08:00,Anna Nagar,221,101,208,13,8.1,1.5
2026-02-19,08:00,Adyar,136,81,117,19,7.7,1.5
2026-02-19,08:00,Velachery,201,107,189,12,8.3,1.3
2026-02-19,08:00,Guindy,218,71,195,23,9.8,2.0
2026-02-19,08:00,OMR,262,128,204,58,9.8,1.5
2026-02-19,08:00,Tambaram,199,157,159,40,4.5,1.3
2026-02-19,08:00,Porur,216,166,186,30,7.5,1.3
2026-02-19,08:00,Egmore,155,162,143,12,3.8,1.0
2026-02-19,10:00,Chennai Central,171,187,144,27,3.8,1.0
2026-02-19,10:00,T Nagar,130,161,102,28,4.8,1.0
2026-02-19,10:00,Anna Nagar,123,88,100,23,4.0,1.3
2026-02-19,10:00,Adyar,80,125,69,11,4.5,1.1
2026-02-19,10:00,Velachery,127,90,109,18,5.4,1.2
2026-02-19,10:00,Guindy,201,153,178,23,5.7,1.1
2026-02-19,10:00,OMR,196,154,164,32,5.7,1.2
2026-02-19,10:00,Tambaram,162,91,129,33,6.2,1.3
2026-02-19,10:00,Porur,159,143,138,21,4.7,1.3
2026-02-19,10:00,Egmore,189,141,178,11,6.5,1.1
2026-02-19,12:00,Chennai Central,168,100,136,32,4.9,1.3
2026-02-19,12:00,T Nagar,167,100,141,26,7.3,1.6
2026-02-19,12:00,Anna Nagar,92,154,87,5,4.1,1.0
2026-02-19,12:00,Adyar,92,172,85,7,4.0,1.0
2026-02-19,12:00,Velachery,159,136,149,10,5.7,1.3
2026-02-19,12:00,Guindy,138,156,120,18,4.3,1.0
2026-02-19,12:00,OMR,78,130,73,5,4.2,1.0
2026-02-19,12:00,Tambaram,72,120,59,13,6.2,1.0
2026-02-19,12:00,Porur,95,198,80,15,5.5,1.0
2026-02-19,12:00,Egmore,138,148,118,20,4.3,1.0
2026-02-19,14:00,Chennai Central,97,103,76,21,3.3,1.0
2026-02-19,14:00,T Nagar,113,193,88,25,5.7,1.0
2026-02-19,14:00,Anna Nagar,132,161,109,23,5.8,1.1
2026-02-19,14:00,Adyar,58,128,50,8,3.1,1.1
2026-02-19,14:00,Velachery,77,197,66,11,3.9,1.0
2026-02-19,14:00,Guindy,99,98,82,17,4.8,1.3
2026-02-19,14:00,OMR,60,91,53,7,4.4,1.0
2026-02-19,14:00,Tambaram,70,162,55,15,4.5,1.0
2026-02-19,14:00,Porur,92,159,84,8,6.1,1.0
2026-02-19,14:00,Egmore,105,139,90,15,4.3,1.1
2026-02-19,16:00,Chennai Central,192,109,171,21,6.0,1.3
2026-02-19,16:00,T Nagar,101,74,85,16,4.3,1.3
2026-02-19,16:00,Anna Nagar,120,139,97,23,4.3,1.0
2026-02-19,16:00,Adyar,106,115,90,16,5.4,1.0
2026-02-19,16:00,Velachery,96,149,79,17,6.4,1.0
2026-02-19,16:00,Guindy,208,85,181,27,9.1,1.8
2026-02-19,16:00,OMR,137,140,119,18,3.3,1.0
2026-02-19,16:00,Tambaram,117,166,94,23,4.8,1.1
2026-02-19,16:00,Porur,95,73,85,10,6.6,1.2
2026-02-19,16:00,Egmore,144,163,129,15,4.7,1.1
2026-02-19,18:00,Chennai Central,195,120,169,26,7.1,1.3
2026-02-19,18:00,T Nagar,195,116,156,39,7.6,1.6
2026-02-19,18:00,Anna Nagar,182,124,151,31,7.4,1.1
2026-02-19,18:00,Adyar,181,156,141,40,6.9,1.2
2026-02-19,18:00,Velachery,212,99,181,31,6.6,2.0
2026-02-19,18:00,Guindy,224,101,188,36,7.5,1.8
2026-02-19,18:00,OMR,272,116,238,34,7.0,1.5
2026-02-19,18:00,Tambaram,147,79,133,14,8.1,1.6
2026-02-19,18:00,Porur,169,166,143,26,3.8,1.2
2026-02-19,18:00,Egmore,158,103,133,25,6.8,1.3
2026-02-19,20:00,Chennai Central,218,83,203,15,8.2,1.8
2026-02-19,20:00,T Nagar,305,100,253,52,9.1,2.0
2026-02-19,20:00,Anna Nagar,164,89,152,12,6.0,1.6
2026-02-19,20:00,Adyar,185,100,174,11,5.7,1.3
2026-02-19,20:00,Velachery,278,122,261,17,10.0,2.0
2026-02-19,20:00,Guindy,309,100,288,21,10.0,2.0
2026-02-19,20:00,OMR,209,141,168,41,7.1,1.1
2026-02-19,20:00,Tambaram,144,115,128,16,5.7,1.3
2026-02-19,20:00,Porur,244,153,201,43,7.4,1.5
2026-02-19,20:00,Egmore,185,107,169,16,8.2,1.6
2026-02-20,06:00,Chennai Central,109,120,95,14,5.7,1.0
2026-02-20,06:00,T Nagar,173,177,163,10,3.8,1.0
2026-02-20,06:00,Anna Nagar,87,115,72,15,3.9,1.0
2026-02-20,06:00,Adyar,158,102,130,28,5.0,1.3
2026-02-20,06:00,Velachery,105,122,93,12,4.7,1.0
2026-02-20,06:00,Guindy,171,157,148,23,4.7,1.1
2026-02-20,06:00,OMR,112,160,99,13,5.5,1.0
2026-02-20,06:00,Tambaram,77,118,64,13,4.6,1.0
2026-02-20,06:00,Porur,139,119,123,16,5.9,1.3
2026-02-20,06:00,Egmore,106,141,88,18,4.4,1.0
2026-02-20,08:00,Chennai Central,267,156,232,35,8.7,1.5
2026-02-20,08:00,T Nagar,208,82,163,45,7.9,1.8
2026-02-20,08:00,Anna Nagar,172,82,145,27,7.7,2.0
2026-02-20,08:00,Adyar,170,88,151,19,6.3,1.6
2026-02-20,08:00,Velachery,228,123,191,37,6.1,1.5
2026-02-20,08:00,Guindy,270,100,254,16,8.5,1.8
2026-02-20,08:00,OMR,158,165,141,17,4.6,1.0
2026-02-20,08:00,Tambaram,134,70,107,27,5.1,1.3
2026-02-20,08:00,Porur,211,112,166,45,7.1,1.3
2026-02-20,08:00,Egmore,155,79,127,28,5.7,1.6
2026-02-20,10:00,Chennai Central,177,178,163,14,5.6,1.0
2026-02-20,10:00,T Nagar,105,161,85,20,5.6,1.0
2026-02-20,10:00,Anna Nagar,161,188,133,28,3.5,1.0
2026-02-20,10:00,Adyar,160,188,128,32,4.5,1.0
2026-02-20,10:00,Velachery,182,100,171,11,5.5,1.3
2026-02-20,10:00,Guindy,159,154,145,14,4.3,1.1
2026-02-20,10:00,OMR,110,131,90,20,5.1,1.0
2026-02-20,10:00,Tambaram,126,97,116,10,5.8,1.1
2026-02-20,10:00,Porur,79,124,65,14,4.9,1.0
2026-02-20,10:00,Egmore,196,135,169,27,8.0,1.1
2026-02-20,12:00,Chennai Central,127,139,105,22,5.8,1.0
2026-02-20,12:00,T Nagar,78,124,61,17,4.6,1.0
2026-02-20,12:00,Anna Nagar,56,200,44,12,5.2,1.0
2026-02-20,12:00,Adyar,52,89,40,12,5.6,1.1
2026-02-20,12:00,Velachery,116,195,109,7,6.2,1.0
2026-02-20,12:00,Guindy,69,95,60,9,5.8,1.1
2026-02-20,12:00,OMR,59,111,49,10,3.6,1.1
2026-02-20,12:00,Tambaram,114,134,103,11,5.9,1.0
2026-02-20,12:00,Porur,118,136,94,24,5.4,1.0
2026-02-20,12:00,Egmore,58,142,54,4,4.0,1.0
2026-02-20,14:00,Chennai Central,157,133,127,30,3.6,1.2
2026-02-20,14:00,T Nagar,148,138,128,20,6.3,1.3
2026-02-20,14:00,Anna Nagar,87,131,76,11,4.5,1.0
2026-02-20,14:00,Adyar,107,106,88,19,4.0,1.2
2026-02-20,14:00,Velachery,65,92,58,7,6.4,1.0
2026-02-20,14:00,Guindy,92,174,84,8,5.7,1.0
2026-02-20,14:00,OMR,121,182,112,9,6.0,1.1
2026-02-20,14:00,Tambaram,57,83,46,11,3.1,1.0
2026-02-20,14:00,Porur,110,185,100,10,3.8,1.0
2026-02-20,14:00,Egmore,105,113,95,10,3.6,1.0
2026-02-20,16:00,Chennai Central,152,148,137,15,3.4,1.1
2026-02-20,16:00,T Nagar,117,88,97,20,7.2,1.2
2026-02-20,16:00,Anna Nagar,175,96,146,29,6.7,1.6
2026-02-20,16:00,Adyar,140,145,120,20,5.8,1.0
2026-02-20,16:00,Velachery,206,119,177,29,7.1,1.6
2026-02-20,16:00,Guindy,154,129,130,24,3.7,1.1
2026-02-20,16:00,OMR,191,73,167,24,6.9,1.8
2026-02-20,16:00,Tambaram,158,84,138,20,6.8,1.6
2026-02-20,16:00,Porur,171,187,160,11,4.2,1.0
2026-02-20,16:00,Egmore,198,184,173,25,4.3,1.2
2026-02-20,18:00,Chennai Central,214,104,176,38,6.5,2.0
2026-02-20,18:00,T Nagar,318,163,260,58,8.6,1.5
2026-02-20,18:00,Anna Nagar,203,139,167,36,6.6,1.2
2026-02-20,18:00,Adyar,227,154,183,44,5.9,1.3
2026-02-20,18:00,Velachery,185,110,160,25,6.8,1.6
2026-02-20,18:00,Guindy,304,132,258,46,9.4,1.5
2026-02-20,18:00,OMR,217,98,189,28,7.6,1.8
2026-02-20,18:00,Tambaram,209,162,177,32,7.4,1.3
2026-02-20,18:00,Porur,215,125,169,46,7.6,1.3
2026-02-20,18:00,Egmore,265,146,234,31,7.0,1.5
2026-02-20,20:00,Chennai Central,295,161,271,24,8.8,1.3
2026-02-20,20:00,T Nagar,241,140,200,41,8.9,1.6
2026-02-20,20:00,Anna Nagar,267,97,221,46,9.9,2.0
2026-02-20,20:00,Adyar,228,168,181,47,6.0,1.2
2026-02-20,20:00,Velachery,220,161,202,18,5.6,1.2
2026-02-20,20:00,Guindy,172,144,152,20,5.2,1.1
2026-02-20,20:00,OMR,169,131,136,33,4.1,1.3
2026-02-20,20:00,Tambaram,190,159,175,15,3.8,1.3
2026-02-20,20:00,Porur,238,88,223,15,9.8,2.0
2026-02-20,20:00,Egmore,194,75,154,40,8.2,1.8
2026-02-21,06:00,Chennai Central,104,156,87,17,6.4,1.0
2026-02-21,06:00,T Nagar,223,113,200,23,7.9,1.6
2026-02-21,06:00,Anna Nagar,186,155,169,17,4.2,1.2
2026-02-21,06:00,Adyar,161,119,134,27,5.6,1.3
2026-02-21,06:00,Velachery,94,123,78,16,4.2,1.0
2026-02-21,06:00,Guindy,200,81,188,12,7.7,1.8
2026-02-21,06:00,OMR,160,99,151,9,5.8,1.3
2026-02-21,06:00,Tambaram,121,183,112,9,4.1,1.0
2026-02-21,06:00,Porur,103,165,93,10,3.2,1.0
2026-02-21,06:00,Egmore,191,176,159,32,4.9,1.2
2026-02-21,08:00,Chennai Central,193,111,173,20,6.7,1.6
2026-02-21,08:00,T Nagar,223,129,185,38,6.2,1.5
2026-02-21,08:00,Anna Nagar,149,148,128,21,3.7,1.3
2026-02-21,08:00,Adyar,154,151,139,15,4.1,1.1
2026-02-21,08:00,Velachery,192,123,172,20,5.0,1.6
2026-02-21,08:00,Guindy,285,146,262,23,8.4,1.3
2026-02-21,08:00,OMR,233,133,211,22,6.4,1.5
2026-02-21,08:00,Tambaram,219,131,194,25,7.0,1.5
2026-02-21,08:00,Porur,148,128,132,16,3.7,1.2
2026-02-21,08:00,Egmore,282,128,239,43,10.2,2.0
2026-02-21,10:00,Chennai Central,214,182,197,17,3.9,1.2
2026-02-21,10:00,T Nagar,108,145,93,15,6.0,1.0
2026-02-21,10:00,Anna Nagar,145,155,128,17,3.4,1.0
2026-02-21,10:00,Adyar,152,116,126,26,6.9,1.2
2026-02-21,10:00,Velachery,144,135,129,15,5.6,1.2
2026-02-21,10:00,Guindy,108,175,88,20,3.5,1.1
2026-02-21,10:00,OMR,97,115,82,15,3.1,1.0
2026-02-21,10:00,Tambaram,74,164,64,10,3.7,1.0
2026-02-21,10:00,Porur,90,142,75,15,4.0,1.0
2026-02-21,10:00,Egmore,189,129,170,19,5.5,1.2
2026-02-21,12:00,Chennai Central,168,102,151,17,7.0,1.3
2026-02-21,12:00,T Nagar,108,161,90,18,5.7,1.0
2026-02-21,12:00,Anna Nagar,131,126,120,11,4.1,1.1
2026-02-21,12:00,Adyar,129,122,112,17,4.3,1.3
2026-02-21,12:00,Velachery,136,176,116,20,3.6,1.1
2026-02-21,12:00,Guindy,63,153,50,13,6.2,1.1
2026-02-21,12:00,OMR,57,197,53,4,4.4,1.1
2026-02-21,12:00,Tambaram,54,153,46,8,3.1,1.0
2026-02-21,12:00,Porur,78,158,69,9,5.2,1.1
2026-02-21,12:00,Egmore,88,112,69,19,5.3,1.0
2026-02-21,14:00,Chennai Central,164,179,149,15,3.6,1.0
2026-02-21,14:00,T Nagar,75,190,58,17,4.6,1.1
2026-02-21,14:00,Anna Nagar,90,178,82,8,3.4,1.0
2026-02-21,14:00,Adyar,57,110,52,5,4.1,1.1
2026-02-21,14:00,Velachery,79,116,66,13,6.2,1.0
2026-02-21,14:00,Guindy,166,187,154,12,4.5,1.0
2026-02-21,14:00,OMR,84,116,70,14,4.5,1.0
2026-02-21,14:00,Tambaram,68,135,64,4,3.6,1.1
2026-02-21,14:00,Porur,108,120,86,22,4.3,1.0
2026-02-21,14:00,Egmore,80,101,66,14,5.3,1.0
2026-02-21,16:00,Chennai Central,134,117,108,26,3.5,1.1
2026-02-21,16:00,T Nagar,121,174,101,20,3.9,1.1
2026-02-21,16:00,Anna Nagar,153,117,126,27,5.2,1.2
2026-02-21,16:00,Adyar,80,156,70,10,5.8,1.1
2026-02-21,16:00,Velachery,174,92,157,17,8.2,1.6
2026-02-21,16:00,Guindy,186,114,159,27,5.7,1.5
2026-02-21,16:00,OMR,136,107,123,13,4.0,1.1
2026-02-21,16:00,Tambaram,90,156,77,13,4.9,1.1
2026-02-21,16:00,Porur,110,185,90,20,4.8,1.0
2026-02-21,16:00,Egmore,172,166,145,27,6.3,1.1
