Date,Time,DateTime,Zone,Demand,Available_Vehicles,Weather,Avg_Delay_Min
2026-02-15,09:00,2026-02-15 09:00:00,East,167,114,Cloudy,12.2
2026-02-15,09:00,2026-02-15 09:00:00,West,181,155,Rain,9.1
2026-02-15,10:00,2026-02-15 10:00:00,Central,181,255,Rain,7.3
2026-02-15,10:00,2026-02-15 10:00:00,North,116,207,Clear,5.0
2026-02-15,10:00,2026-02-15 10:00:00,South,192,201,Rain,7.5
2026-02-15,10:00,2026-02-15 10:00:00,East,110,149,Clear,6.0
2026-02-15,10:00,2026-02-15 10:00:00,West,136,177,Cloudy,5.3
2026-02-15,11:00,2026-02-15 11:00:00,Central,199,259,Cloudy,4.6
2026-02-15,11:00,2026-02-15 11:00:00,North,143,183,Rain,7.2
2026-02-15,11:00,2026-02-15 11:00:00,South,156,189,Clear,6.9
2026-02-15,11:00,2026-02-15 11:00:00,East,102,156,Cloudy,6.9
2026-02-15,11:00,2026-02-15 11:00:00,West,140,178,Clear,2.4
2026-02-15,12:00,2026-02-15 12:00:00,Central,180,254,Clear,4.9
2026-02-15,12:00,2026-02-15 12:00:00,North,119,176,Clear,5.8
2026-02-15,12:00,2026-02-15 12:00:00,South,164,185,Rain,6.5
2026-02-15,12:00,2026-02-15 12:00:00,East,112,155,Rain,6.3
2026-02-15,12:00,2026-02-15 12:00:00,West,128,183,Clear,6.6
2026-02-15,13:00,2026-02-15 13:00:00,Central,173,286,Cloudy,7.9
2026-02-15,13:00,2026-02-15 13:00:00,North,135,177,Cloudy,2.2
2026-02-15,13:00,2026-02-15 13:00:00,South,156,224,Rain,7.2
2026-02-15,13:00,2026-02-15 13:00:00,East,103,146,Clear,6.2
2026-02-15,13:00,2026-02-15 13:00:00,West,153,154,Heavy Rain,16.2
2026-02-15,14:00,2026-02-15 14:00:00,Central,185,266,Cloudy,3.1
2026-02-15,14:00,2026-02-15 14:00:00,North,124,181,Clear,6.6
2026-02-15,14:00,2026-02-15 14:00:00,South,134,219,Clear,5.2
2026-02-15,14:00,2026-02-15 14:00:00,East,89,142,Clear,4.8
2026-02-15,14:00,2026-02-15 14:00:00,West,125,178,Clear,5.8
2026-02-15,15:00,2026-02-15 15:00:00,Central,189,270,Rain,8.8
2026-02-15,15:00,2026-02-15 15:00:00,North,141,174,Rain,8.3
2026-02-15,15:00,2026-02-15 15:00:00,South,165,230,Rain,12.0
2026-02-15,15:00,2026-02-15 15:00:00,East,106,147,Clear,4.9
2026-02-15,15:00,2026-02-15 15:00:00,West,119,176,Clear,2.0
2026-02-15,16:00,2026-02-15 16:00:00,Central,166,250,Cloudy,6.5
2026-02-15,16:00,2026-02-15 16:00:00,North,131,195,Clear,4.2
2026-02-15,16:00,2026-02-15 16:00:00,South,143,190,Clear,4.3
2026-02-15,16:00,2026-02-15 16:00:00,East,98,153,Clear,5.7
2026-02-15,16:00,2026-02-15 16:00:00,West,162,194,Heavy Rain,13.4
2026-02-15,17:00,2026-02-15 17:00:00,Central,275,208,Clear,8.3
2026-02-15,17:00,2026-02-15 17:00:00,North,259,171,Heavy Rain,21.1
2026-02-15,17:00,2026-02-15 17:00:00,South,255,184,Clear,5.7
2026-02-15,17:00,2026-02-15 17:00:00,East,145,154,Cloudy,5.9
2026-02-15,17:00,2026-02-15 17:00:00,West,150,160,Clear,5.2
2026-02-15,18:00,2026-02-15 18:00:00,Central,312,242,Cloudy,11.4
2026-02-15,18:00,2026-02-15 18:00:00,North,230,146,Clear,9.3
2026-02-15,18:00,2026-02-15 18:00:00,South,229,198,Clear,5.7
2026-02-15,18:00,2026-02-15 18:00:00,East,170,132,Clear,5.0
2026-02-15,18:00,2026-02-15 18:00:00,West,186,138,Rain,7.8
2026-02-15,19:00,2026-02-15 19:00:00,Central,280,226,Clear,9.4
2026-02-15,19:00,2026-02-15 19:00:00,North,275,163,Rain,16.0
2026-02-15,19:00,2026-02-15 19:00:00,South,239,196,Clear,5.9
2026-02-15,19:00,2026-02-15 19:00:00,East,204,121,Heavy Rain,19.4
2026-02-15,19:00,2026-02-15 19:00:00,West,201,158,Clear,9.5
2026-02-15,20:00,2026-02-15 20:00:00,Central,269,218,Clear,7.0
2026-02-15,20:00,2026-02-15 20:00:00,North,239,156,Clear,9.7
2026-02-15,20:00,2026-02-15 20:00:00,South,225,176,Clear,9.2
2026-02-15,20:00,2026-02-15 20:00:00,East,162,133,Cloudy,7.2
2026-02-15,20:00,2026-02-15 20:00:00,West,207,134,Cloudy,10.0
2026-02-15,21:00,2026-02-15 21:00:00,Central,114,259,Cloudy,5.4
2026-02-15,21:00,2026-02-15 21:00:00,North,67,157,Cloudy,6.3
2026-02-15,21:00,2026-02-15 21:00:00,South,100,215,Clear,3.9
2026-02-15,21:00,2026-02-15 21:00:00,East,59,164,Rain,9.3
2026-02-15,21:00,2026-02-15 21:00:00,West,89,192,Heavy Rain,13.9
2026-02-15,22:00,2026-02-15 22:00:00,Central,115,262,Clear,5.1
2026-02-15,22:00,2026-02-15 22:00:00,North,67,199,Clear,3.0
2026-02-15,22:00,2026-02-15 22:00:00,South,72,222,Clear,3.7
2026-02-15,22:00,2026-02-15 22:00:00,East,63,148,Cloudy,6.1
2026-02-15,22:00,2026-02-15 22:00:00,West,89,194,Rain,10.2
2026-02-15,23:00,2026-02-15 23:00:00,Central,122,258,Rain,7.4
2026-02-15,23:00,2026-02-15 23:00:00,North,86,182,Clear,5.0
2026-02-15,23:00,2026-02-15 23:00:00,South,97,221,Clear,4.7
2026-02-15,23:00,2026-02-15 23:00:00,East,67,135,Clear,5.6
2026-02-15,23:00,2026-02-15 23:00:00,West,71,139,Clear,7.0
2026-02-16,00:00,2026-02-16 00:00:00,Central,154,268,Rain,9.5
2026-02-16,00:00,2026-02-16 00:00:00,North,87,171,Clear,7.2
2026-02-16,00:00,2026-02-16 00:00:00,South,111,220,Rain,11.8
2026-02-16,00:00,2026-02-16 00:00:00,East,72,162,Rain,8.7
2026-02-16,00:00,2026-02-16 00:00:00,West,98,143,Rain,9.4
2026-02-16,01:00,2026-02-16 01:00:00,Central,131,259,Clear,5.9
2026-02-16,01:00,2026-02-16 01:00:00,North,106,180,Cloudy,5.3
2026-02-16,01:00,2026-02-16 01:00:00,South,98,208,Clear,6.1
2026-02-16,01:00,2026-02-16 01:00:00,East,78,136,Cloudy,5.9
2026-02-16,01:00,2026-02-16 01:00:00,West,73,172,Clear,6.0
2026-02-16,02:00,2026-02-16 02:00:00,Central,153,261,Rain,10.1
2026-02-16,02:00,2026-02-16 02:00:00,North,94,171,Clear,5.4
2026-02-16,02:00,2026-02-16 02:00:00,South,115,223,Clear,5.1
2026-02-16,02:00,2026-02-16 02:00:00,East,68,145,Cloudy,4.8
2026-02-16,02:00,2026-02-16 02:00:00,West,97,178,Cloudy,6.8
2026-02-16,03:00,2026-02-16 03:00:00,Central,123,246,Clear,4.4
2026-02-16,03:00,2026-02-16 03:00:00,North,106,172,Rain,9.7
2026-02-16,03:00,2026-02-16 03:00:00,South,137,216,Heavy Rain,11.6
2026-02-16,03:00,2026-02-16 03:00:00,East,75,147,Clear,6.1
2026-02-16,03:00,2026-02-16 03:00:00,West,94,186,Rain,7.6
2026-02-16,04:00,2026-02-16 04:00:00,Central,118,260,Cloudy,6.5
2026-02-16,04:00,2026-02-16 04:00:00,North,96,197,Clear,6.3
2026-02-16,04:00,2026-02-16 04:00:00,South,122,200,Rain,7.6
2026-02-16,04:00,2026-02-16 04:00:00,East,85,149,Clear,6.2
2026-02-16,04:00,2026-02-16 04:00:00,West,85,173,Clear,3.8
2026-02-16,05:00,2026-02-16 05:00:00,Central,129,273,Cloudy,4.1
2026-02-16,05:00,2026-02-16 05:00:00,North,87,157,Cloudy,6.5
2026-02-16,05:00,2026-02-16 05:00:00,South,115,212,Clear,4.0
2026-02-16,05:00,2026-02-16 05:00:00,East,74,135,Clear,2.4
2026-02-16,05:00,2026-02-16 05:00:00,West,79,198,Clear,4.1
2026-02-16,06:00,2026-02-16 06:00:00,Central,132,271,Cloudy,3.8
2026-02-16,06:00,2026-02-16 06:00:00,North,91,184,Cloudy,4.3
2026-02-16,06:00,2026-02-16 06:00:00,South,109,216,Clear,6.2
2026-02-16,06:00,2026-02-16 06:00:00,East,66,167,Clear,4.4
2026-02-16,06:00,2026-02-16 06:00:00,West,88,179,Cloudy,9.5
2026-02-16,07:00,2026-02-16 07:00:00,Central,308,242,Rain,14.4
2026-02-16,07:00,2026-02-16 07:00:00,North,252,174,Heavy Rain,20.9
2026-02-16,07:00,2026-02-16 07:00:00,South,276,202,Clear,8.7
2026-02-16,07:00,2026-02-16 07:00:00,East,168,141,Clear,6.3
2026-02-16,07:00,2026-02-16 07:00:00,West,193,134,Clear,7.2
2026-02-16,08:00,2026-02-16 08:00:00,Central,353,206,Cloudy,15.1
2026-02-16,08:00,2026-02-16 08:00:00,North,230,138,Clear,13.3
2026-02-16,08:00,2026-02-16 08:00:00,South,283,192,Rain,15.4
2026-02-16,08:00,2026-02-16 08:00:00,East,151,138,Cloudy,4.9
2026-02-16,08:00,2026-02-16 08:00:00,West,220,154,Rain,14.5
2026-02-16,09:00,2026-02-16 09:00:00,Central,416,212,Rain,17.4
2026-02-16,09:00,2026-02-16 09:00:00,North,254,159,Cloudy,11.3
2026-02-16,09:00,2026-02-16 09:00:00,South,242,195,Clear,5.7
2026-02-16,09:00,2026-02-16 09:00:00,East,186,111,Clear,8.1
2026-02-16,09:00,2026-02-16 09:00:00,West,216,143,Cloudy,9.1
2026-02-16,10:00,2026-02-16 10:00:00,Central,232,255,Clear,6.5
2026-02-16,10:00,2026-02-16 10:00:00,North,202,183,Heavy Rain,14.1
2026-02-16,10:00,2026-02-16 10:00:00,South,199,235,Clear,5.9
2026-02-16,10:00,2026-02-16 10:00:00,East,119,138,Clear,5.3
2026-02-16,10:00,2026-02-16 10:00:00,West,139,186,Clear,6.3
2026-02-16,11:00,2026-02-16 11:00:00,Central,224,280,Clear,3.0
2026-02-16,11:00,2026-02-16 11:00:00,North,166,180,Rain,11.2
2026-02-16,11:00,2026-02-16 11:00:00,South,204,206,Rain,8.2
2026-02-16,11:00,2026-02-16 11:00:00,East,140,152,Rain,8.9
2026-02-16,11:00,2026-02-16 11:00:00,West,140,196,Clear,3.7
2026-02-16,12:00,2026-02-16 12:00:00,Central,244,255,Clear,2.9
2026-02-16,12:00,2026-02-16 12:00:00,North,176,190,Cloudy,8.2
2026-02-16,12:00,2026-02-16 12:00:00,South,190,224,Clear,5.2
2026-02-16,12:00,2026-02-16 12:00:00,East,135,130,Rain,8.6
2026-02-16,12:00,2026-02-16 12:00:00,West,173,188,Cloudy,8.5
2026-02-16,13:00,2026-02-16 13:00:00,Central,250,258,Cloudy,5.2
2026-02-16,13:00,2026-02-16 13:00:00,North,148,193,Cloudy,7.2
2026-02-16,13:00,2026-02-16 13:00:00,South,214,224,Clear,4.9
2026-02-16,13:00,2026-02-16 13:00:00,East,121,147,Clear,4.0
2026-02-16,13:00,2026-02-16 13:00:00,West,162,166,Clear,5.8
2026-02-16,14:00,2026-02-16 14:00:00,Central,193,253,Clear,2.3
2026-02-16,14:00,2026-02-16 14:00:00,North,168,187,Clear,5.3
2026-02-16,14:00,2026-02-16 14:00:00,South,199,237,Cloudy,6.4
2026-02-16,14:00,2026-02-16 14:00:00,East,137,152,Clear,6.1
2026-02-16,14:00,2026-02-16 14:00:00,West,164,165,Rain,9.1
2026-02-16,15:00,2026-02-16 15:00:00,Central,193,248,Clear,4.4
2026-02-16,15:00,2026-02-16 15:00:00,North,166,190,Clear,5.1
2026-02-16,15:00,2026-02-16 15:00:00,South,177,216,Clear,4.3
2026-02-16,15:00,2026-02-16 15:00:00,East,127,162,Cloudy,5.7
2026-02-16,15:00,2026-02-16 15:00:00,West,151,178,Clear,4.4
2026-02-16,16:00,2026-02-16 16:00:00,Central,230,249,Clear,5.8
2026-02-16,16:00,2026-02-16 16:00:00,North,178,192,Clear,4.1
2026-02-16,16:00,2026-02-16 16:00:00,South,177,235,Clear,3.4
2026-02-16,16:00,2026-02-16 16:00:00,East,126,132,Clear,4.0
2026-02-16,16:00,2026-02-16 16:00:00,West,169,178,Rain,10.9
2026-02-16,17:00,2026-02-16 17:00:00,Central,334,243,Clear,11.1
2026-02-16,17:00,2026-02-16 17:00:00,North,275,169,Cloudy,11.7
2026-02-16,17:00,2026-02-16 17:00:00,South,337,183,Rain,16.8
2026-02-16,17:00,2026-02-16 17:00:00,East,201,136,Clear,9.2
2026-02-16,17:00,2026-02-16 17:00:00,West,250,154,Clear,11.3
2026-02-16,18:00,2026-02-16 18:00:00,Central,346,198,Clear,12.6
2026-02-16,18:00,2026-02-16 18:00:00,North,258,154,Clear,11.6
2026-02-16,18:00,2026-02-16 18:00:00,South,291,183,Clear,9.5
2026-02-16,18:00,2026-02-16 18:00:00,East,204,153,Clear,7.4
2026-02-16,18:00,2026-02-16 18:00:00,West,300,138,Rain,17.6
2026-02-16,19:00,2026-02-16 19:00:00,Central,391,211,Cloudy,14.0
2026-02-16,19:00,2026-02-16 19:00:00,North,267,161,Clear,10.6
2026-02-16,19:00,2026-02-16 19:00:00,South,281,181,Cloudy,10.0
2026-02-16,19:00,2026-02-16 19:00:00,East,185,112,Clear,9.3
2026-02-16,19:00,2026-02-16 19:00:00,West,216,160,Cloudy,10.3
2026-02-16,20:00,2026-02-16 20:00:00,Central,387,217,Clear,14.7
2026-02-16,20:00,2026-02-16 20:00:00,North,263,148,Clear,11.1
2026-02-16,20:00,2026-02-16 20:00:00,South,272,153,Cloudy,11.2
2026-02-16,20:00,2026-02-16 20:00:00,East,166,133,Cloudy,4.6
2026-02-16,20:00,2026-02-16 20:00:00,West,256,130,Clear,14.6
2026-02-16,21:00,2026-02-16 21:00:00,Central,131,259,Cloudy,8.0
2026-02-16,21:00,2026-02-16 21:00:00,North,81,192,Clear,7.3
2026-02-16,21:00,2026-02-16 21:00:00,South,93,238,Clear,3.1
2026-02-16,21:00,2026-02-16 21:00:00,East,89,153,Heavy Rain,14.0
2026-02-16,21:00,2026-02-16 21:00:00,West,85,169,Clear,5.5
2026-02-16,22:00,2026-02-16 22:00:00,Central,132,266,Clear,4.2
2026-02-16,22:00,2026-02-16 22:00:00,North,92,162,Clear,4.2
2026-02-16,22:00,2026-02-16 22:00:00,South,113,213,Rain,7.6
2026-02-16,22:00,2026-02-16 22:00:00,East,75,155,Rain,12.0
2026-02-16,22:00,2026-02-16 22:00:00,West,95,183,Clear,6.0
2026-02-16,23:00,2026-02-16 23:00:00,Central,167,260,Heavy Rain,16.0
2026-02-16,23:00,2026-02-16 23:00:00,North,101,198,Rain,8.3
2026-02-16,23:00,2026-02-16 23:00:00,South,100,212,Cloudy,3.6
2026-02-16,23:00,2026-02-16 23:00:00,East,78,147,Cloudy,7.7
2026-02-16,23:00,2026-02-16 23:00:00,West,93,168,Cloudy,7.1
2026-02-17,00:00,2026-02-17 00:00:00,Central,130,268,Clear,4.4
2026-02-17,00:00,2026-02-17 00:00:00,North,106,172,Clear,5.2
2026-02-17,00:00,2026-02-17 00:00:00,South,119,187,Clear,5.6
2026-02-17,00:00,2026-02-17 00:00:00,East,74,147,Cloudy,7.5
2026-02-17,00:00,2026-02-17 00:00:00,West,73,191,Cloudy,6.3
2026-02-17,01:00,2026-02-17 01:00:00,Central,162,282,Rain,7.4
2026-02-17,01:00,2026-02-17 01:00:00,North,96,177,Clear,2.0
2026-02-17,01:00,2026-02-17 01:00:00,South,113,216,Clear,2.0
2026-02-17,01:00,2026-02-17 01:00:00,East,73,150,Clear,5.5
2026-02-17,01:00,2026-02-17 01:00:00,West,86,175,Clear,3.8
2026-02-17,02:00,2026-02-17 02:00:00,Central,127,272,Clear,4.5
2026-02-17,02:00,2026-02-17 02:00:00,North,95,162,Clear,7.0
2026-02-17,02:00,2026-02-17 02:00:00,South,118,201,Rain,7.8
2026-02-17,02:00,2026-02-17 02:00:00,East,84,146,Clear,7.8
2026-02-17,02:00,2026-02-17 02:00:00,West,91,177,Clear,5.3
2026-02-17,03:00,2026-02-17 03:00:00,Central,123,279,Cloudy,5.7
2026-02-17,03:00,2026-02-17 03:00:00,North,94,196,Clear,5.3
2026-02-17,03:00,2026-02-17 03:00:00,South,115,213,Heavy Rain,12.7
2026-02-17,03:00,2026-02-17 03:00:00,East,70,145,Cloudy,5.4
2026-02-17,03:00,2026-02-17 03:00:00,West,79,173,Clear,5.9
2026-02-17,04:00,2026-02-17 04:00:00,Central,126,249,Clear,4.2
2026-02-17,04:00,2026-02-17 04:00:00,North,92,163,Clear,6.5
2026-02-17,04:00,2026-02-17 04:00:00,South,107,207,Clear,2.5
2026-02-17,04:00,2026-02-17 04:00:00,East,81,162,Clear,5.7
2026-02-17,04:00,2026-02-17 04:00:00,West,84,169,Clear,6.1
2026-02-17,05:00,2026-02-17 05:00:00,Central,126,256,Clear,7.0
2026-02-17,05:00,2026-02-17 05:00:00,North,99,184,Rain,10.4
2026-02-17,05:00,2026-02-17 05:00:00,South,106,229,Clear,5.3
2026-02-17,05:00,2026-02-17 05:00:00,East,85,157,Heavy Rain,16.6
2026-02-17,05:00,2026-02-17 05:00:00,West,96,178,Cloudy,4.8
2026-02-17,06:00,2026-02-17 06:00:00,Central,173,261,Heavy Rain,15.8
2026-02-17,06:00,2026-02-17 06:00:00,North,97,187,Clear,5.9
2026-02-17,06:00,2026-02-17 06:00:00,South,104,231,Clear,6.9
2026-02-17,06:00,2026-02-17 06:00:00,East,63,162,Clear,5.0
2026-02-17,06:00,2026-02-17 06:00:00,West,92,175,Clear,5.7
2026-02-17,07:00,2026-02-17 07:00:00,Central,294,240,Clear,7.9
2026-02-17,07:00,2026-02-17 07:00:00,North,224,140,Cloudy,10.9
2026-02-17,07:00,2026-02-17 07:00:00,South,274,169,Cloudy,10.9
2026-02-17,07:00,2026-02-17 07:00:00,East,150,127,Clear,9.0
2026-02-17,07:00,2026-02-17 07:00:00,West,218,155,Cloudy,8.5
2026-02-17,08:00,2026-02-17 08:00:00,Central,290,242,Cloudy,9.0
2026-02-17,08:00,2026-02-17 08:00:00,North,320,174,Heavy Rain,24.2
2026-02-17,08:00,2026-02-17 08:00:00,South,233,185,Clear,7.0
2026-02-17,08:00,2026-02-17 08:00:00,East,171,122,Clear,6.7
2026-02-17,08:00,2026-02-17 08:00:00,West,257,144,Rain,15.4
2026-02-17,09:00,2026-02-17 09:00:00,Central,359,235,Clear,14.1
2026-02-17,09:00,2026-02-17 09:00:00,North,212,139,Clear,8.8
2026-02-17,09:00,2026-02-17 09:00:00,South,259,170,Clear,7.4
2026-02-17,09:00,2026-02-17 09:00:00,East,235,136,Rain,14.4
2026-02-17,09:00,2026-02-17 09:00:00,West,215,129,Rain,14.3
2026-02-17,10:00,2026-02-17 10:00:00,Central,238,240,Clear,5.2
2026-02-17,10:00,2026-02-17 10:00:00,North,152,186,Clear,7.3
2026-02-17,10:00,2026-02-17 10:00:00,South,157,219,Clear,8.9
2026-02-17,10:00,2026-02-17 10:00:00,East,137,160,Clear,7.1
2026-02-17,10:00,2026-02-17 10:00:00,West,151,168,Cloudy,4.6
2026-02-17,11:00,2026-02-17 11:00:00,Central,237,260,Cloudy,5.3
2026-02-17,11:00,2026-02-17 11:00:00,North,190,199,Rain,9.6
2026-02-17,11:00,2026-02-17 11:00:00,South,192,195,Clear,7.5
2026-02-17,11:00,2026-02-17 11:00:00,East,141,144,Rain,10.4
2026-02-17,11:00,2026-02-17 11:00:00,West,148,180,Cloudy,5.2
2026-02-17,12:00,2026-02-17 12:00:00,Central,187,264,Clear,4.4
2026-02-17,12:00,2026-02-17 12:00:00,North,167,197,Clear,3.5
2026-02-17,12:00,2026-02-17 12:00:00,South,187,212,Cloudy,7.9
2026-02-17,12:00,2026-02-17 12:00:00,East,135,150,Clear,3.0
2026-02-17,12:00,2026-02-17 12:00:00,West,142,194,Clear,5.9
2026-02-17,13:00,2026-02-17 13:00:00,Central,244,276,Rain,6.8
2026-02-17,13:00,2026-02-17 13:00:00,North,211,200,Rain,9.8
2026-02-17,13:00,2026-02-17 13:00:00,South,208,226,Cloudy,6.1
2026-02-17,13:00,2026-02-17 13:00:00,East,119,141,Clear,4.5
2026-02-17,13:00,2026-02-17 13:00:00,West,163,171,Clear,6.1
2026-02-17,14:00,2026-02-17 14:00:00,Central,228,232,Clear,5.1
2026-02-17,14:00,2026-02-17 14:00:00,North,169,166,Rain,7.3
2026-02-17,14:00,2026-02-17 14:00:00,South,160,209,Clear,2.5
2026-02-17,14:00,2026-02-17 14:00:00,East,126,153,Rain,7.2
2026-02-17,14:00,2026-02-17 14:00:00,West,151,181,Clear,3.4
2026-02-17,15:00,2026-02-17 15:00:00,Central,257,268,Clear,3.0
2026-02-17,15:00,2026-02-17 15:00:00,North,218,180,Heavy Rain,15.2
2026-02-17,15:00,2026-02-17 15:00:00,South,162,225,Clear,6.5
2026-02-17,15:00,2026-02-17 15:00:00,East,120,146,Clear,3.5
2026-02-17,15:00,2026-02-17 15:00:00,West,139,196,Cloudy,6.7
2026-02-17,16:00,2026-02-17 16:00:00,Central,244,253,Cloudy,6.4
2026-02-17,16:00,2026-02-17 16:00:00,North,152,206,Clear,4.1
2026-02-17,16:00,2026-02-17 16:00:00,South,190,198,Clear,4.5
2026-02-17,16:00,2026-02-17 16:00:00,East,134,173,Clear,5.5
2026-02-17,16:00,2026-02-17 16:00:00,West,150,187,Clear,7.8
2026-02-17,17:00,2026-02-17 17:00:00,Central,341,218,Clear,11.8
2026-02-17,17:00,2026-02-17 17:00:00,North,273,164,Rain,14.7
2026-02-17,17:00,2026-02-17 17:00:00,South,306,189,Cloudy,13.6
2026-02-17,17:00,2026-02-17 17:00:00,East,216,113,Rain,16.7
2026-02-17,17:00,2026-02-17 17:00:00,West,249,147,Clear,11.3
2026-02-17,18:00,2026-02-17 18:00:00,Central,367,226,Clear,12.9
2026-02-17,18:00,2026-02-17 18:00:00,North,239,163,Cloudy,7.7
2026-02-17,18:00,2026-02-17 18:00:00,South,292,196,Cloudy,10.0
2026-02-17,18:00,2026-02-17 18:00:00,East,211,118,Clear,8.4
2026-02-17,18:00,2026-02-17 18:00:00,West,251,133,Clear,10.6
2026-02-17,19:00,2026-02-17 19:00:00,Central,358,201,Clear,14.7
2026-02-17,19:00,2026-02-17 19:00:00,North,235,152,Clear,10.3
2026-02-17,19:00,2026-02-17 19:00:00,South,246,184,Cloudy,9.7
2026-02-17,19:00,2026-02-17 19:00:00,East,215,116,Clear,9.5
2026-02-17,19:00,2026-02-17 19:00:00,West,229,142,Clear,9.6
2026-02-17,20:00,2026-02-17 20:00:00,Central,355,244,Clear,10.9
2026-02-17,20:00,2026-02-17 20:00:00,North,241,143,Cloudy,10.6
2026-02-17,20:00,2026-02-17 20:00:00,South,290,189,Rain,13.2
2026-02-17,20:00,2026-02-17 20:00:00,East,217,132,Clear,7.8
2026-02-17,20:00,2026-02-17 20:00:00,West,220,140,Clear,10.3
2026-02-17,21:00,2026-02-17 21:00:00,Central,136,273,Rain,11.0
2026-02-17,21:00,2026-02-17 21:00:00,North,89,170,Rain,7.0
2026-02-17,21:00,2026-02-17 21:00:00,South,101,223,Clear,5.0
2026-02-17,21:00,2026-02-17 21:00:00,East,63,135,Clear,6.8
2026-02-17,21:00,2026-02-17 21:00:00,West,91,154,Rain,10.3
2026-02-17,22:00,2026-02-17 22:00:00,Central,126,263,Clear,4.0
2026-02-17,22:00,2026-02-17 22:00:00,North,134,179,Heavy Rain,15.6
2026-02-17,22:00,2026-02-17 22:00:00,South,96,213,Cloudy,6.7
2026-02-17,22:00,2026-02-17 22:00:00,East,86,161,Clear,7.1
2026-02-17,22:00,2026-02-17 22:00:00,West,93,153,Clear,5.1
2026-02-17,23:00,2026-02-17 23:00:00,Central,122,243,Cloudy,4.9
2026-02-17,23:00,2026-02-17 23:00:00,North,102,180,Rain,7.3
2026-02-17,23:00,2026-02-17 23:00:00,South,100,209,Clear,5.6
2026-02-17,23:00,2026-02-17 23:00:00,East,72,160,Rain,5.8
2026-02-17,23:00,2026-02-17 23:00:00,West,99,176,Clear,6.3
2026-02-18,00:00,2026-02-18 00:00:00,Central,143,258,Rain,9.3
2026-02-18,00:00,2026-02-18 00:00:00,North,92,183,Clear,5.0
2026-02-18,00:00,2026-02-18 00:00:00,South,140,212,Rain,6.4
2026-02-18,00:00,2026-02-18 00:00:00,East,63,154,Clear,6.5
2026-02-18,00:00,2026-02-18 00:00:00,West,87,167,Clear,2.0
2026-02-18,01:00,2026-02-18 01:00:00,Central,154,233,Rain,9.1
2026-02-18,01:00,2026-02-18 01:00:00,North,92,199,Clear,5.4
2026-02-18,01:00,2026-02-18 01:00:00,South,99,232,Clear,6.0
2026-02-18,01:00,2026-02-18 01:00:00,East,84,150,Clear,8.9
2026-02-18,01:00,2026-02-18 01:00:00,West,97,186,Rain,9.8
2026-02-18,02:00,2026-02-18 02:00:00,Central,159,267,Rain,8.2
2026-02-18,02:00,2026-02-18 02:00:00,North,95,178,Cloudy,5.0
2026-02-18,02:00,2026-02-18 02:00:00,South,95,199,Clear,4.2
2026-02-18,02:00,2026-02-18 02:00:00,East,64,164,Clear,4.8
2026-02-18,02:00,2026-02-18 02:00:00,West,96,189,Rain,7.6
2026-02-18,03:00,2026-02-18 03:00:00,Central,138,276,Clear,7.0
2026-02-18,03:00,2026-02-18 03:00:00,North,95,189,Rain,9.5
2026-02-18,03:00,2026-02-18 03:00:00,South,129,205,Rain,10.5
2026-02-18,03:00,2026-02-18 03:00:00,East,69,126,Clear,6.9
2026-02-18,03:00,2026-02-18 03:00:00,West,76,191,Clear,3.6
2026-02-18,04:00,2026-02-18 04:00:00,Central,133,253,Clear,6.4
2026-02-18,04:00,2026-02-18 04:00:00,North,101,197,Clear,6.1
2026-02-18,04:00,2026-02-18 04:00:00,South,138,216,Heavy Rain,16.0
2026-02-18,04:00,2026-02-18 04:00:00,East,85,150,Clear,4.4
2026-02-18,04:00,2026-02-18 04:00:00,West,89,199,Rain,8.3
2026-02-18,05:00,2026-02-18 05:00:00,Central,119,263,Rain,7.5
2026-02-18,05:00,2026-02-18 05:00:00,North,80,185,Clear,2.8
2026-02-18,05:00,2026-02-18 05:00:00,South,110,202,Cloudy,4.4
2026-02-18,05:00,2026-02-18 05:00:00,East,67,142,Clear,7.8
2026-02-18,05:00,2026-02-18 05:00:00,West,88,172,Cloudy,5.3
2026-02-18,06:00,2026-02-18 06:00:00,Central,126,252,Clear,6.4
2026-02-18,06:00,2026-02-18 06:00:00,North,92,204,Rain,8.6
2026-02-18,06:00,2026-02-18 06:00:00,South,104,213,Clear,5.8
2026-02-18,06:00,2026-02-18 06:00:00,East,78,139,Heavy Rain,16.9
2026-02-18,06:00,2026-02-18 06:00:00,West,97,180,Cloudy,6.7
2026-02-18,07:00,2026-02-18 07:00:00,Central,358,216,Cloudy,14.4
2026-02-18,07:00,2026-02-18 07:00:00,North,232,162,Clear,9.3
2026-02-18,07:00,2026-02-18 07:00:00,South,252,160,Clear,8.2
2026-02-18,07:00,2026-02-18 07:00:00,East,195,102,Rain,14.3
2026-02-18,07:00,2026-02-18 07:00:00,West,214,160,Rain,11.1
2026-02-18,08:00,2026-02-18 08:00:00,Central,359,222,Rain,15.4
2026-02-18,08:00,2026-02-18 08:00:00,North,216,147,Cloudy,12.1
2026-02-18,08:00,2026-02-18 08:00:00,South,258,187,Clear,8.9
2026-02-18,08:00,2026-02-18 08:00:00,East,150,127,Clear,3.1
2026-02-18,08:00,2026-02-18 08:00:00,West,217,140,Clear,10.3
2026-02-18,09:00,2026-02-18 09:00:00,Central,272,207,Clear,8.0
2026-02-18,09:00,2026-02-18 09:00:00,North,220,156,Cloudy,9.5
